instructions:u,cycles:u
4244655,2375946
4167692,2386940
4250068,2379585
4250617,2366824
4260925,2403798
4284530,2379301
4243321,2380960
4285234,2376309
4236648,2385302
4243237,2383558
4227160,2365846
4231436,2387970
4301264,2396111
4243436,2384098
568960,299275
None,None
1516363,851940
4208199,2359640
4236790,2389506
4284440,2384223
4247560,2380498
4100688,2371482
4264608,2386035
4243473,2383322
4249041,2365451
4266828,2384823
4264754,2381064
4264761,2380464
4204621,2373529
4287656,2389566
4224839,2380903
4237446,2362919
4266753,2383400
4233593,2380368
4276414,2380524
4210013,2377884
3936355,2254907
2749228,1417988
219869,538614
1950087,1226215
840878,954891
0,0
